meta,id,name,description,mitra_id,start_period,months_duration,activity_type,location,fields_of_study,quota,min_semester,skills,web_portal,show_salary,mobilization,accommodation,is_applied,wishlist,is_external,external_platform_name,external_platform_logo_url,salary
,bb5b2e5d-2962-461d-9b9b-7f0a08ac3ce7,Helper & Crew Store (INTERNSHIP),"Terbuka untuk semua lulusan

Freshgraduate di persilahkan melamar

Memiliki skill editing menjadi nilai tambah

Bersedia mengikuti magang offline selama 3 bulan

Penempatan Rambipuji, Jember
",0de13aca-b94b-4d43-ac97-13bf7c391a5c,2024-02-06T07:28:52.149199+07:00,0,WFO,Rambipuji,,4,0,,https://kerja.kitalulus.com/id/lowongan/detail/helper-crew-store-tkja?utm_source=website&utm_medium=govtech&utm_campaign=cvark-helpercrew,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,500000.0
,953df48a-6c38-4f8b-b794-dd4e72cdfc00,Helper Kitchen,"Menata barang sesuai dengan kategori

Menyiapkan pengiriman barang dalam dan luar kota

Memastikan kondisi gudang dalam keadaan rapi dan bersih

Prepare bahan untuk produksi

Membersihkan area produksi

Membantu kegiatan produksi
",69025e4e-ac34-498a-91e0-480c0c42526e,2024-02-06T07:28:52.149199+07:00,0,WFO,Pademangan,,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/helper-kitchen-zawz?utm_source=website&utm_medium=govtech&utm_campaign=gama-helperkitchen,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,3c1cdba9-0ad6-4d3d-8e94-9ba91532a603,Recruitment Intern (Bandung),"- Semester akhir atau fresh graduate
- Penempatan Bandung
",e11ceed4-4513-4073-8674-eb7950a05c2b,2024-02-06T07:28:52.149199+07:00,0,WFO,Andir,,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/recruitment-intern-bandung-hh5l?utm_source=website&utm_medium=govtech&utm_campaign=sociollarecruitment,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,6393b139-1246-466e-a82e-072cae28aa0d,Front End Development Intern,"1. Develop new user-facing features
2. Build reusable code and libraries for future use
3. Ensure the technical feasibility of UI/UX designs
4. Optimize application for maximum speed and scalability
5. Assure that all user input is validated before submitting to back-end
6. Collaborate with other team members and stakeholders

- Available for a minimum of 3 (three) months internship duration.

- Willing to be responsible for providing accommodation and your own personal needs during the internship.
",ffd82c1b-fe18-41d7-b2e5-0b8bda8e04ee,2024-02-06T07:28:52.149199+07:00,0,HYBRID,Buahbatu (Margacinta),,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/front-end-development-intern-ogfk?utm_source=website&utm_medium=govtech&utm_campaign=ideaimaji-frontend,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,3aa61ea5-64c8-41f0-885d-cc0d6c4aab18,IT Staff - Internship,"Pendidikan minimal S1 Sistem Informasi / Teknik Informatika

Mahir dalam mengoperasikan komputer

Memiliki kemampuan komunikasi efektif

Fresh Graduate silahkan apply

Bersedia magang 3 (tiga) bulan
",af6b4725-3cad-42b8-b864-a95d6177f89f,2024-02-06T07:28:52.149199+07:00,0,WFO,Kebayoran Baru,,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/it-staff-internship-x0qt?utm_source=website&utm_medium=govtech&utm_campaign=brawijaya-it,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,0c1f3ff3-9819-4533-bb8f-597b831fd0ae,Analis Data Internship/Magang," Min. S1 Matematika, Statistik, Ilmu Komputer, Sistem Informasi, atau bidang serupa 

Menguasai Microsoft Excel, SQL, Python, Javascript, dan Reporting tools (Google Studio, Power BI, Tableau, dll) 

Lulusan baru dipersilakan, memiliki pengalaman kerja adalah nilai tambah 

Memiliki kemampuan analitis & kuantitatif yang kuat untuk menangani data dalam jumlah besar dengan detail dan akurat 

Deskripsi Pekerjaan: 

Menganalisis, mengumpulkan, dan menyimpan data untuk memastikan bahwa data tersebut dapat diambil secara efisien sesuai kebutuhan 

Mengevaluasi & meninjau data untuk keakuratan dan memastikan bahwa data tersebut disajikan dengan cara yang jelas dan ringkas 

Membuat laporan & grafik dan menghasilkan wawasan untuk tim yang relevan untuk pengambilan keputusan 
",dba3608f-b7dd-4221-bc13-c4ea7a1baf83,2024-02-06T07:28:52.149199+07:00,0,WFO,Tenggilis Mejoyo,,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/analis-data-internshipmagang-a2ih?utm_source=website&utm_medium=govtech&utm_campaign=greenly-data,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,3000000.0
,fd00cc7b-8df2-426b-828c-4d260ee8b6ec,HR Intern/ Trainee,"Tugas dan tanggung jawab:

Sourcing talent pool - mencari dan menjalin hubungan baik dengan sekolah dan warga sekitar

Sortir CV berdasarkan kualifikasi yang telah ditetapkan oleh perusahaan

Follow up dengan kandidat agar process recruitment berjalan dengan lancar

Membawakan interview pada tahap awal dan one on one

Mengatur meeting antara kandidat dan hiring manager

Menyusun kontrak kerja dan salary offer

Mengarsipkan data kandidat pekerja dan pekerja baru

Membuat laporan harian untuk progress recruitment

Bertanggung jawab atas Induction Training yang telah diterapkan oleh perusahaan untuk karyawan baru

 

Kualifikasi:

Pendidikan minimal S1 semua jurusan. Lulusan baru dipersilakan untuk melamar

Terampil dalam berkomunikasi dan mampu membawa diri dengan sopan

Mampu menyusun dan mengarsipkan data secara teliti

Mampu menyusun kontrak kerja

Mampu menggunakan perangkat komputer minimal MS Word dan Excel

Nilai tambah bagi yang familiar dengan aplikasi Zoom

Berdomisili di Boyolali 
",03a3810a-d110-4572-a4c8-27a366fc840a,2024-02-06T07:28:52.149199+07:00,0,WFO,Teras,,2,0,,https://kerja.kitalulus.com/id/lowongan/detail/hr-intern-trainee-e4gg?utm_source=website&utm_medium=govtech&utm_campaign=cilia-hr,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,4bdaa2e0-ba40-4bd8-a339-cef7dc7fba67,IT Support Internship,"Responsibilities:

Meet and discuss technical issues with the team

Help and Support the Tech team to solve issues

Learn and provide technical support, including monitoring networks.

Learn and participate in solving simple problems related to troubleshooting networks.

Assist and adapt to working with a team, communicate effectively within the team, and mentor.

Learn and participate Provide technical support to end-users, troubleshooting hardware and software issues.

Learn and participate Install, configure, and maintain computer systems and applications.

Assist in the setup and maintenance of networking equipment.

Collaborate with the IT team to implement security protocols and ensure data integrity.

Learn and participate Respond to help desk tickets and provide timely resolutions to IT-related problems.

Qualifications:

Last semester in Information Technology or a related field.

Maximum 5 hours in a day (flexible), Monday-Friday 

For short term 4-5 months

Basic understanding of IT concepts, hardware, and software.

Strong problem-solving skills and attention to detail.

Excellent communication and interpersonal skills.

Ability to work independently and collaboratively in a team environment.

Eagerness to learn and adapt to new technologies.

Domicile in Yogyakarta
",62f4009b-e391-4eb1-83e3-233717e107bb,2024-02-06T07:28:52.149199+07:00,0,WFO,Mergangsan,,1,0,,https://kerja.kitalulus.com/id/lowongan/detail/it-support-internship-2l51?utm_source=website&utm_medium=govtech&utm_campaign=mindo-it,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,85ab5912-7c96-4cc0-b790-4e7c9b5aa5ef,Business Development Intern,"Requirements:

1. Details oriented

2. Familiar with spreadsheet

3. Had own laptop & wifi

4. Good communication skill

5. Good copywriting skill

6. Adapt on fast paced working environment

Responsibilities:

1. Collecting data job posting

2. Listing data in spreadsheets

3. Keep records and reports up to date

4. Handle technical issues in their area of expertise

5. Carry out clerical duties, including answering phones and preparing documents

KPI : Achieve monthly individual target
",95cdc354-86a2-4b98-a156-03355ab4e108,2024-02-06T07:28:52.149199+07:00,0,WFO,Setia Budi,,4,0,,https://kerja.kitalulus.com/id/lowongan/detail/business-development-intern-sedm?utm_source=website&utm_medium=govtech&utm_campaign=kitalulus-bd,True,False,False,False,False,True,KitaLulus,https://i.imgur.com/1WEx0zY.png,0.0
,a63c3841-4f03-4e62-bb3b-4e3e45812334,Video Content Creator,"As an Intern Video Content Creator at Employer Branding team, you will be involved in various campaigns and develop content to promote Erajaya's culture and use it across a variety of channels to create awareness. You will work closely with the stakeholders to understand the business process, hiring needs and drive content campaigns and develop messaging for the recruitment marketing campaigns.Job Description:Create video content ideas on social media (Instagram & TikTok) and key visual videosCreate company branding and human capital videos for Employer Branding purposesAssist the Employer Branding team in preparing promotional materials and company campaigns for external partiesRequirement:Bachelor's Degree or Final Year Student major in Visual Communication Design or MarketingHave creative thinkingCan use Adobe Premier and other video editing applicationsBasic CopywritingBasic Photography and Graphic Design",a748af00-6fc5-44c8-a820-fda83886973c,2024-02-01T00:00:00+07:00,4,WFO,Kota Jakarta Barat,[],1,7,"['Komunikasi', 'video', 'adobe', 'videography', 'content creator']",,False,False,False,False,False,False,,,
,397fb19b-ca76-4c71-be3a-93cfb7950e15,Psikologi Pengembangan Internship,deskripsi pekerjaanPsikometerik pembelajaranmetode pengajaran dan sumber daya pembelajaran yang efektif.Perancangan penilaian dengan pendekatan psikologikompetensi yang akan dikembangkankomunikasikreatifmanajemen waktuPsikologiEdukasi,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,2024-02-01T00:00:00+07:00,5,WFO,Kota Jakarta Selatan,[],5,5,"['Komunikasi', 'Psikologi']",,False,False,False,False,False,False,,,
,a5f03f90-d303-464c-b183-f70a246a35a2,Unreal Engine 5 Programmer,1. Tujuan dan Sasaran:Menguasai pengembangan permainan menggunakan Unreal Engine 5.Berkontribusi dalam menciptakan pengalaman bermain yang mulus dan inovatif.2. Lingkup Kerja:Mengembangkan dan mengimplementasikan fitur-fitur permainan menggunakan bahasa pemrograman C++.Berkolaborasi dengan tim pengembangan untuk memahami kebutuhan dan tujuan proyek.,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,2024-02-01T00:00:00+07:00,5,WFO,Kota Jakarta Selatan,[],5,5,[],,False,False,False,False,False,False,,,
,4b45bb1e-684e-4b46-acea-d7855d615290,Game Illustrator,"Deskripsi kerjaMengerjakan ilustrasi karakter, latar, dan elemen game lainnya.Berkolaborasi dengan tim desain untuk memahami kebutuhan visual dan menyempurnakan konsep.kompetensi yang dibutuhkankomunikatifkreatifbisa bekerjasama dengan timdesain grafiskriteria akademikmahasiswa dari perguruan tinggiterbuka untuk semua program studi",e11d086f-a5f6-4a48-b9de-0cab5d5f5960,2024-02-01T00:00:00+07:00,5,WFO,Jakarta Selatan,[],5,5,[],,False,False,False,False,False,False,,,
,e1d3c303-59b0-4811-85f6-217cff42b50f,FOTOGRAFI INTERNSHIP,"Mengidentifikasi lokasi dan mengumpulkan informasi terkait dengan proyek fotografi.Bertanggung jawab untuk memastikan peralatan fotografi dalam kondisi baik.Menjaga dan merawat peralatan seperti kamera, lensa, dan aksesori lainnya.Melibatkan diri secara aktif dalam proses pengambilan foto.Membantu dalam menyiapkan setting, pencahayaan, dan latar belakang.Menyimpan catatan mengenai setting, peralatan yang digunakan, dan aspek lainnya.Berkontribusi untuk memastikan kualitas tinggi dalam setiap foto yang dihasilkan.Anda bekerjasama dengan programmer Game Unreal Engine akan membuat sebuah Virtual Reality Game - Tourisme Game, yang bersifat hyper reality. Kunungi link ini untuk memahami pekerjaan anda nanti: https://80.lv/articles/extremely-realistic-french-street-rendered-in-unreal-engine-5/",e11d086f-a5f6-4a48-b9de-0cab5d5f5960,2024-02-01T00:00:00+07:00,5,WFO,Kota Jakarta Selatan,[],5,5,"['Operasional', 'Komunikasi', 'Kreatif', 'Seni']",,False,False,False,False,False,False,,,
,7d09e7a8-1cac-47ac-9a87-5046993c7294,HSE Intern,"-Support the HSE Manager and team with planning, coordinating and implementing of effective HSE policies, guidelines and procedures.-Provide support to the Project and Operation team in all aspects of safety, occupational health, safety and environmental issues.-Ensure HSE compliance in the areas of business, trucking and vessel operations.-Assist on developing HSE plans and administrations that comply with the company's policies and procedures as well as client's requirements.",c06a7a28-ca35-477f-ab27-0e775bceb5f5,2024-02-01T00:00:00+07:00,3,WFO,Kota Surabaya,['Keperawatan dan Kesehatan Lainnya'],1,5,[],,False,False,False,False,False,False,,,
,89dcacff-f9ed-42eb-aa43-11da3d782716,Konten Kreator,Jobdesc:Mengelola konten dan membuat konten tiktok maupun igMengedit videoMengupload storyBenefit:Uang sakuSertifikat magangJam kerja Flexible,acf3cefc-ec20-43df-a7f6-d0da39956909,2024-02-01T00:00:00+07:00,6,HYBRID,Kota Surabaya,[],2,0,"['Kreatif', 'Komunikasi', 'Kerjasama Tim', 'Pemahaman Industri', 'Keterampilan Komunikasi', 'Pemahaman Pasar', 'Pemasaran Produk']",,True,False,False,False,False,False,,,150000.0
,a1920207-266c-4c1b-92ea-21c87a192669,Akuntansi,Kualifikasi:Minimal semester 5 di jurusan akuntansiMemiliki pemahaman perpajakanDiutamakan tinggal di area surabayaBenefit :Uang sakuSertifikat MagangUpgrade Ilmu,acf3cefc-ec20-43df-a7f6-d0da39956909,2024-02-01T00:00:00+07:00,5,WFO,Kota Surabaya,[],2,0,"['Administrasi', 'Komunikasi', 'Analisis Keuangan']",,False,False,False,False,False,False,,,
,88cd154a-621b-400c-9328-37132a705576,Admin Finance,"Digital Media Internship Program adalah partisipasi detikcom untuk menyiapkan tenaga kerja siap pakai dalam bidang media.Kegiatan ini memiliki beberapa rangkaian:Onboarding. Dimana pemagan akan mendapat pengenalan tentang perusahaan dan pelatihan softskill yang diperlukan untuk magang. Digital Media Bootcamp adalah pelatihan softskill dan hardskill yang dibawakan oleh narasumber terbaik.Evaluation Digital Media Bootcamp. Diberikan  tugas untuk mereview hasil pelatihan.Assignment project. Tugas kelompok yang akan diberikan sebagai pelatihan awal untuk bekerja secara mandiri pada sesi magang.Evaluation Assignment Project. Hasil assignment akan direview dan diberikan waktu untuk revisi.Masa Magang. Pemagang akan diberikan tugas individu dan belajar dari mentor masing-masing. Graduation. Pelepasan para pemagang dan pemberian sertifikat.Finance Officer akan bertugas dengan tim kesekretariatan departemen atau dukungan administrasi dengan cara yang terorganisir dengan baik dan tepat waktu. Persyaratan:1. Keterampilan administratif yang sangat kuat2. Mahir dengan Microsoft Office (Excel, Word, Power Point)3. Mampu bekerja di bawah tekanan dan dapat multi-tasking4. Memiliki komunikasi yang baik",0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be,2024-02-01T00:00:00+07:00,5,WFO,Kota Jakarta Selatan,[],3,0,"['Administrasi', 'agile', 'finance']",,True,False,False,False,False,False,,,800000.0
,0a8879f1-37b0-41aa-9098-effc1eb7b05a,Illustrator,"Kualifikasi : Wajib memiliki laptop dan tablet sendiri.Mampu menyesuaikan berbagai macam style gambar seperti anime, kartun, disney, dsb.Masa magang minimum 6 bulan dengan jam kerja normalHarus menyertakan portofolioDiutamakan domisili Surabaya dan sekitarnyaBenefit :Sertifikat Magang Uang sakuSistem Hybrid",acf3cefc-ec20-43df-a7f6-d0da39956909,2024-02-01T00:00:00+07:00,5,HYBRID,Kota Surabaya,[],2,0,"['Komunikasi', 'Kreatif', 'Kreativitas', 'Kerjasama Tim', 'Desain Grafis']",,False,False,False,False,False,False,,,
,abc2e2da-a51e-4393-86c8-fe42ae964f6e,Video Editor ,"Kualifikasi : Memiliki latar belakang pendidikan jurusan Ilmu Komunikasi, Media dan sejenisnyaMahasiswa minimal semester 5Masa magang minimum 6 bulan dengan jam kerja normalDiutamakan domisili Surabaya dan sekitarnyaBenefit :Sertifikat Magang Kesempatan untuk menjadi karyawan Jam kerja Senin-Jumat",acf3cefc-ec20-43df-a7f6-d0da39956909,2024-02-01T00:00:00+07:00,6,WFO,Surabaya,"['Jurnalisme, Komunikasi, dan Media']",5,0,[],,False,False,False,False,False,False,,,
,16ce11d8-6967-4dd3-9434-938f5264be11,Data Analyst ,"- Mengumpulkan & extracting data dari berbagai macam sumber internal maupun external- Melakukan data cleansing & menganalisa kualitas data yang didapatkan- Melakukan identifikasi analisa & menginterpretasikan data untuk melihat pola & trend yang bisa digunakan untuk prediksi ataupun diagnosa atas performance perusahaan diwaktu-waktu sebelumnya- Menganalisa kejadian / event / trend di luar perusahaan (dalam skala lokal nasional) untuk bisa melihat dampaknya terhadap perusahaan maupun bidang industri lainnya yang terkait dengan core business perusahaan dan kemudian memberikan laporan untuk top management sehingga bisa dilakukan pengambilan keputusan- Bekerjasama dengan team software engineer / programmer untuk identifikasi kemungkinan-kemungkinan improvement di system sehingga ke depannya dapat meningkatkan kualitas data yang kita miliki- Menyiapkan laporan analisis final bagi para stakeholders sehingga memungkinkan bagi mereka untuk mengambil keputusan berdasarkan berbagai macam data yang ada (related dengan job desc Data Scientist)---We thank you for your interest in being an intern at our company and we look forward to seeing future young talents start their journey at PT. Salam Pacific Indonesia Lines.---PT. Salam Pacific Indonesia Lines Head OfficeJalan Karet No. 104Surabaya, Indonesia. 60161https://www.spil.co.id/careers/ (For Professional Career)http://192.168.6.156/spil-univ/internship/ (For Internship)E-mail: recruitment@spil.co.id / internship@spil.co.id",c06a7a28-ca35-477f-ab27-0e775bceb5f5,2024-02-01T00:00:00+07:00,3,WFO,Surabaya,['Teknik Industri'],4,5,"['Administrasi', 'Kreatif', 'Komunikasi', 'Operasional', 'stastitik']",,False,False,False,False,False,False,,,
,946dc89f-be77-4367-9953-64e42dee6382,Graphic Design Intern,"What Will You Do- Develop and create all creative work from concept and design (including icons, logos, proposal template, poster, etc) based on a given theme or brief.- Support other teams in designing digital advertising (social media), flyers, and banners (web version & mobile version).- Attention to detail especially on layout and proofreading before delivery of work.- Stay up-to-date with the current trends in the creative marketing field.- Be responsible for each project the senior designer / PIC or User gives.",47f39547-92be-41e5-8f9d-3d4537200dd8,2024-02-01T00:00:00+07:00,6,WFO,Kota Jakarta Barat,"['Seni dan Desain', 'Jurnalisme, Komunikasi, dan Media']",1,5,"['Komunikasi', 'Kreatif', 'Manajemen Proyek']",,True,False,False,False,False,False,,,2000000.0
,f92445b9-1ee5-48c4-9566-2d6fa0ef70b4,MONITORING PEMENUHAN KARYAWAN,"Di jaman ini teknologi yang kita miliki sudah sangat maju, hampir semua orang dari anak kecil hingga dewasa menikmati kecanggihan teknologi yang dimiliki. Begitu juga dengan perusahaan-perusahaan yang ada saat ini pun memanfaatkan kecanggihan teknologi yang ada. Dengan lebih dari 2000 toko dan 11 kantor cabang di seluruh indonesia, tentu menjadi tantangan tersendiri bagi perusahaan sehingga harus terus mengembangkan dan beradaptasi. Antara lain bagaimana pemenuhan Sumber Daya Manusia yang sesuai dengan standar kompetensi industri, termasuk bagaimana menciptakan metode dan proses kerja dalam setiap bagian operasional sehingga bisa memenuhi kebutuhan karyawan sesuai waktu dan standar kompetensi yang sudah ditentukan. Maka dari itu perlu dibentuk pola monitoring yang tepat sehingga proses ini bisa efektif dan efisien, pola monitoring inilah yang saat ini perlu dikembangkan sedemikian rupa dengan mengikuti pola perkembangan perusahaan.Oleh karena itu, pengembangan dalam strategi dan metode dalam proses monitoring pengembangan karyawan menjadi sebuah keharusan agar tetap dapat memenuhi kebutuhan perusahaan. Mahasiswa yang mengikuti program pemagangan di perusahaan akan mendapatkan tantangan untuk mengembangkan proses monitoring pengembangan karyawan. Dengan melakukan analisa dan menemukan metode yang paling efektif untuk digunakan dalam melakukan monitoring ini di jaman yang serba digital seperti ini.Secara detail proses Internship dengan judul : Monitoring Pemenuhan Karyawan Alfamidi ini adalah Pembuatan dan maintain dashboard monitoring pemenuhan karyawan secara berkala, mengikuti kebutuhan karyawan sesuai perkembangan perusahaan yang sangat pesat.Adapun Project Scope dari program ini meliputi : 1. Penentuan requirement data dashboard;2. Penyusunan dashboard monitoring pemenuhan karyawan3. Pengelolaan dashboard pemenuhan karyawan & PM Talent Management;Secara khusus manajemen berharap dengan program internship ini akan dihasilkan Success Indicators sebagai berikut :- Data pemetaan dan hasil evaluasi kandidat pejabat toko- Data analisa kehadiran, kelulusan dan penempatan promosi hasil pengembangan pejabat toko.- Ada improvement pengelolaan report PM HC di GDSPeserta magang yang sudah lulus seleksi akan mendapatkan kurikulum pembelajaran selama mengikuti program pemagangan, dan capaian pembelajaran yang akan dikonversikan ke dalam SKS kurikulum masing-masing perguruan tinggi asal peserta. Agar dapat mengikuti program pemagangan ini, mahasiswa akan melalui proses orientasi dan pengenalan terhadap perusahaan dan bisnis proses perusahaan, serta unit kerja penempatan. Dalam proses pemagangan ini pula, peserta akan didampingi oleh mentor yang profesional dan kompeten di bidangnya dan berada di level manager. Perusahaan akan dan mempublikasikan program pemagangan ini pada bulan Februari s.d Juni 2024, yang akan diikuti dengan proses rekrutmen dan seleksi calon peserta sejumlah 2 (dua) orang yang sesuai dengan kualifikasi yang sudah ditentukan. Adapun proses seleksi yang dilalui oleh calon peserta terdiri dari: - Seleksi administratif untuk memeriksa kesesuaian dokumen yang disiapkan calon peserta dengan persyaratan yang ditentukan oleh perusahaan;- Seleksi kepribadian menggunakan alat tes yang disediakan oleh perusahaan melalui seleksi online; dan- Wawancara dengan tim Human Capital dan user terkait. Selama mengikuti program pemagangan, mahasiswa akan mendapatkan kemudahan berupa fasilitas pendukung project.Adapun fasilitas yang diberikan kepada mahasiswa, antara lain: - Fasilitas penggunaan data internet (kuota) dan komunikasi;- Biaya transportasi menuju dan dari lokasi pemagangan;- Uang saku selama mengikuti proses pemagangan;- Mentor yang profesional dan kompeten di bidangnya; - Job description jabatan di perusahaan- Kamus Kompetensi",0948c9f3-2059-465a-b344-f12f1a66077d,2024-02-01T00:00:00+07:00,5,WFO,Kota Tangerang,"['Manajemen', 'Teknik Industri']",2,7,"['Analisis Data', 'Administrasi', 'Kreatif', 'Komunikasi', 'Operasional']",,False,False,False,False,False,False,,,
,9848f13b-af95-4e17-96e1-de9a0452a7f9,ADMINISTRASI,LOWONGAN SUDAH TERISI,4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,2024-02-01T00:00:00+07:00,4,HYBRID,Kota Jakarta Pusat,[],1,5,[],,False,False,False,False,False,False,,,
,4144f8c1-5a06-4153-b43c-dccef621b620,OPERATOR PRODUKSI,"Sebagai Operator Produksi di UMKM, Anda akan terlibat dalam proses produksi barang atau layanan UMKM tersebut. Tugas melibatkan pengoperasian mesin, pemrosesan bahan baku, serta memastikan kualitas produk sesuai dengan standar yang ditetapkan.Lokasi Kerja:Pabrik atau fasilitas produksi UMKM di kawasan industri lokal.",4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,2024-02-01T00:00:00+07:00,4,WFO,Kota Jakarta Pusat,[],3,5,[],,False,True,True,False,False,False,,,
,51de1e6e-c3c9-4168-8576-69f90973c12c,MARKETING,"Wirausaha Unggulan Bank Indonesia (WUBI) adalah sebuah program yang didirikan oleh Bank Indonesia dengan tujuan untuk membantu mengembangkan potensi wirausaha Indonesia dan mendukung pertumbuhan ekonomi nasional. Salah satu fokus utama program ini adalah pengembangan sektor ekonomi hijau, termasuk green manufacturing, pertanian, dan industri kreatif bidang digital. Green Manufacturing WUBI memberikan dukungan untuk para pengusaha yang ingin mengembangkan bisnis di bidang green manufacturing. Program ini memberikan pelatihan, saran, dan dukungan teknis untuk pengusaha dalam menciptakan produk yang ramah lingkungan, seperti energi terbarukan, bahan daur ulang, dan teknologi bersih. Agriculture WUBI juga membantu pengusaha di sektor pertanian untuk meningkatkan produktivitas dan keberlanjutan usaha. Program ini memberikan dukungan finansial dan teknis bagi pengusaha yang ingin mengembangkan teknologi pertanian yang inovatif dan ramah lingkungan, seperti sistem irigasi otomatis, teknologi pengolahan limbah pertanian, dan sistem pengendalian hama terpadu. Research WUBI juga mendukung pengembangan riset dan pengembangan produk di Indonesia. Program ini memberikan dana dan dukungan teknis untuk para peneliti dan pengusaha yang ingin mengembangkan produk inovatif dan berpotensi di pasar internasional. Industri Kreatif Bidang Digital WUBI juga fokus pada pengembangan industri kreatif bidang digital di Indonesia. Program ini mendukung pengembangan perusahaan-perusahaan teknologi dan digital yang inovatif, seperti start-up, aplikasi, dan perusahaan e-commerce. WUBI memberikan dukungan dalam bentuk akses ke pasar global, pelatihan, dan dukungan finansial. Dalam keseluruhan programnya, WUBI berusaha untuk membangun kemitraan dengan berbagai pihak, termasuk pemerintah, perguruan tinggi, asosiasi industri, dan organisasi non-profit, guna memperkuat pengaruh dan mencapai tujuannya dalam mendukung pengembangan wirausaha dan sektor ekonomi yang berkelanjutan. Dalam melakukan kegiatannya, WUBI juga menempatkan pengembangan SDM sebagai salah satu fokus utama. Program ini memberikan pelatihan dan sumber daya untuk membantu para wirausaha meningkatkan kemampuan dan keterampilan mereka, sehingga dapat meningkatkan produktivitas dan efisiensi dalam bisnis mereka. Dalam rangka mencapai tujuannya, WUBI juga bekerja sama dengan lembaga keuangan dan institusi lainnya, baik di dalam negeri maupun luar negeri. Dengan dukungan dari berbagai pihak, WUBI berharap dapat membantu menciptakan lapangan kerja baru, meningkatkan kesejahteraan masyarakat, dan membantu mengembangkan sektor ekonomi yang berkelanjutan di Indonesia. Ketiga sektor yang menjadi fokus utama program WUBI, yaitu green manufacturing, pertanian, dan industri kreatif bidang digital, menawarkan banyak peluang bagi mahasiswa yang ingin melakukan magang di bidang pengembangan bisnis, pengembangan brand, pengembangan produk digital, riset dan pengembangan, serta pelatihan dan pengembangan SDM. Dengan melakukan magang di program WUBI, mahasiswa akan mendapatkan pengalaman berharga dan pengetahuan yang bermanfaat untuk masa depan mereka di dunia kerja. Program magang ini memberikan kesempatan kepada mahasiswa seluruh Indonesia untuk mengembangkan keterampilan dan pengalaman mereka di sektor ekonomi hijau yang sedang berkembang. Selama magang, peserta akan diberikan pelatihan dan dukungan teknis dalam menciptakan produk yang ramah lingkungan, meningkatkan produktivitas dan keberlanjutan usaha di sektor pertanian, mengembangkan riset dan pengembangan produk, serta pengembangan industri kreatif bidang digital. Magang ini juga memberikan kesempatan kepada peserta untuk membangun jaringan dan kemitraan dengan berbagai pihak, termasuk pemerintah, perguruan tinggi, asosiasi industri, dan organisasi non-profit di Aceh. Selain itu, peserta juga akan diberikan pelatihan dan sumber daya untuk membantu meningkatkan kemampuan dan keterampilan mereka, sehingga dapat meningkatkan produktivitas dan efisiensi dalam bisnis mereka. Dalam menjalankan programnya, WUBI mengikuti prinsip-prinsip good governance dan berkomitmen untuk mempromosikan etika bisnis yang baik, serta memastikan transparansi dan akuntabilitas dalam semua kegiatan yang dilakukan. Dalam hal ini, WUBI berharap dapat menjadi contoh bagi pengusaha-pengusaha muda Indonesia dalam menjalankan bisnis mereka dengan baik dan bertanggung jawab secara sosial dan lingkungan.",4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,2024-02-01T00:00:00+07:00,6,HYBRID,Kota Jakarta Pusat,[],3,5,[],,False,False,False,False,False,False,,,
